customer_id,age,gender,location,employment_status,credit_score,annual_income,account_balance,loan_amount,loan_status
1659,53,Male,Berlin,Student,610,67000,5000,8000,Approved
1660,54,Male,Rome,Student,669,61000,4000,7000,Approved
1661,62,Male,Rome,Student,732,87000,5000,0,Rejected
1662,56,Female,London,Student,673,48000,3000,16000,Approved
1663,60,Female,Rome,Retired,790,59000,8000,1000,Rejected
1664,70,Male,Madrid,Retired,732,82000,4000,19000,Rejected
1665,72,Female,Madrid,Employed,712,54000,9000,7000,Rejected
1666,27,Female,Paris,Retired,644,97000,7000,5000,Approved
1667,55,Male,London,Retired,845,63000,6000,0,Rejected
1668,30,Male,Paris,Employed,690,59000,10000,0,Rejected
1669,55,Female,Berlin,Student,842,62000,2000,3000,Approved
1670,25,Female,London,Student,620,46000,6000,11000,Rejected
1671,29,Female,Berlin,Student,709,72000,3000,2000,Approved
1672,28,Male,London,Employed,695,85000,8000,11000,Rejected
1673,56,Female,Berlin,Student,834,48000,9000,17000,Rejected
1674,19,Female,Madrid,Retired,810,99000,8000,1000,Rejected
1675,68,Female,Berlin,Retired,728,81000,3000,3000,Rejected
1676,69,Female,Rome,Student,669,37000,10000,16000,Rejected
1677,69,Male,Rome,Student,826,96000,5000,18000,Approved
1678,41,Male,Rome,Student,607,53000,7000,4000,Approved
1679,51,Male,Madrid,Student,842,63000,6000,14000,Approved
1680,33,Female,Madrid,Retired,683,51000,3000,2000,Approved
1681,23,Male,Rome,Employed,784,87000,5000,10000,Approved
1682,48,Male,Rome,Student,700,41000,1000,4000,Approved
1683,50,Male,Berlin,Student,641,86000,10000,9000,Approved
1684,55,Male,Madrid,Employed,782,95000,4000,13000,Rejected
1685,60,Male,Paris,Employed,707,57000,5000,6000,Rejected
1686,46,Female,Madrid,Employed,611,43000,7000,0,Approved
1687,21,Female,Paris,Employed,717,58000,7000,13000,Approved
1688,27,Male,London,Employed,721,46000,10000,11000,Approved
1689,44,Female,Berlin,Retired,812,45000,9000,15000,Approved
1690,53,Male,Rome,Employed,813,63000,2000,11000,Approved
1691,64,Female,Paris,Employed,616,77000,7000,10000,Approved
1692,44,Female,Paris,Retired,651,82000,7000,13000,Rejected
1693,48,Female,Berlin,Employed,796,90000,8000,19000,Rejected
1694,65,Female,Rome,Student,631,90000,5000,3000,Approved
1695,22,Male,Madrid,Employed,657,52000,9000,12000,Approved
1696,65,Female,Madrid,Student,821,80000,3000,19000,Approved
1697,58,Male,Madrid,Employed,627,64000,9000,2000,Approved
1698,67,Male,Rome,Retired,680,44000,5000,9000,Approved
1699,54,Female,Madrid,Employed,612,79000,10000,0,Approved
