customer_id,age,gender,location,employment_status,credit_score,annual_income,account_balance,loan_amount,loan_status
1248,38,Female,Madrid,Employed,769,78000,2000,17000,Rejected
1249,46,Male,London,Student,838,72000,9000,8000,Rejected
1250,26,Female,Madrid,Retired,725,54000,6000,17000,Approved
1251,25,Male,London,Employed,693,75000,2000,3000,Approved
1252,44,Female,London,Student,697,52000,1000,16000,Rejected
1253,23,Female,Madrid,Employed,744,40000,5000,10000,Rejected
1254,44,Female,London,Student,735,51000,7000,20000,Approved
1255,75,Male,Madrid,Retired,628,59000,1000,4000,Rejected
1256,42,Male,Berlin,Employed,646,36000,7000,14000,Approved
1257,21,Female,Madrid,Employed,686,95000,10000,5000,Rejected
1258,52,Female,Rome,Employed,840,69000,7000,0,Approved
1259,62,Male,Paris,Retired,723,33000,2000,1000,Approved
1260,61,Female,London,Student,766,45000,2000,13000,Rejected
1261,22,Male,Berlin,Employed,717,46000,7000,8000,Approved
1262,47,Female,London,Retired,782,32000,9000,20000,Approved
1263,23,Female,Berlin,Retired,611,86000,4000,17000,Approved
1264,67,Female,Madrid,Employed,710,96000,9000,20000,Rejected
1265,34,Male,Rome,Employed,693,66000,4000,10000,Rejected
1266,62,Male,Rome,Employed,847,47000,7000,19000,Approved
1267,41,Female,London,Retired,673,59000,7000,6000,Approved
1268,21,Female,Rome,Student,603,56000,7000,9000,Rejected
1269,26,Male,Madrid,Retired,747,39000,10000,1000,Approved
1270,21,Male,Rome,Retired,748,96000,1000,16000,Approved
1271,40,Male,Berlin,Retired,804,47000,1000,1000,Approved
1272,66,Female,Rome,Employed,799,46000,3000,15000,Approved
1273,31,Male,Madrid,Retired,611,89000,9000,7000,Approved
1274,19,Male,Berlin,Employed,845,81000,10000,2000,Rejected
1275,45,Male,Paris,Student,681,100000,1000,10000,Approved
1276,35,Male,Berlin,Retired,772,78000,2000,18000,Approved
1277,72,Male,Berlin,Student,636,75000,3000,7000,Rejected
1278,30,Female,Madrid,Student,788,34000,2000,14000,Approved
1279,38,Female,London,Student,688,56000,7000,6000,Rejected
1280,34,Male,Madrid,Student,773,88000,5000,12000,Rejected
1281,32,Male,Berlin,Student,766,40000,8000,11000,Rejected
1282,66,Female,London,Employed,635,83000,1000,1000,Rejected
1283,58,Male,Rome,Student,746,53000,7000,18000,Approved
1284,66,Male,Rome,Student,777,57000,6000,1000,Rejected
1285,42,Male,Berlin,Student,672,43000,6000,18000,Approved
1286,34,Male,Rome,Retired,772,91000,4000,9000,Approved
1287,40,Male,Rome,Employed,701,63000,7000,0,Approved
1288,51,Female,Paris,Retired,741,90000,8000,15000,Rejected
1289,50,Female,Paris,Retired,605,82000,8000,6000,Rejected
1290,20,Male,Madrid,Student,778,80000,6000,16000,Rejected
1291,39,Female,Rome,Employed,745,91000,4000,12000,Rejected
1292,56,Female,Rome,Student,732,97000,2000,8000,Approved
1293,75,Male,Paris,Retired,771,92000,2000,16000,Approved
1294,37,Female,Paris,Employed,660,90000,6000,11000,Rejected
1295,31,Male,Berlin,Student,779,56000,9000,17000,Approved
1296,55,Female,Berlin,Student,749,68000,9000,7000,Rejected
1297,73,Male,Paris,Retired,731,70000,7000,0,Approved
1298,31,Male,Paris,Student,791,87000,8000,15000,Rejected
1299,23,Female,Rome,Retired,755,50000,9000,17000,Approved
